"state","year","ga_no","month","pc_no","pc_name","turnout","vote_percent","pc_type","electors","margin","n_cand","position","sex1","party1","votes1","cand1","religion","margin_percent","runner","runner_party","runner_sex","nota_percent"
"Bihar",1977,6,3,45,"KODARMA",41.73,67.34,"General",602764,116028,4,1,"Male","BLD",169387,"RITLAL PRASAD VERMA","Hindu",46.13,"CHAPLENDU BHATTACHARYYIA","INC","M",NA
"Bihar",1977,6,3,46,"GIRIDIH",48.4,58.35,"General",581187,78277,4,1,"Male","BLD",164120,"RAM DAS SINGH","Hindu",27.83,"I. AHMAD","INC","M",NA
"Bihar",1977,6,3,47,"DHANBAD",44.26,68.74,"General",675439,141849,13,1,"Male","IND",205495,"A. K. ROY","Hindu",47.45,"RAM NARAIN SHARMA","INC","M",NA
"Bihar",1977,6,3,48,"HAZARIBAGH",46.48,64.67,"General",618989,141117,5,1,"Male","BLD",186058,"KUNWAR BASANT NARAIN SINGH","Hindu",49.05,"DAMODAR PANDEY","INC","M",NA
"Bihar",1977,6,3,49,"RANCHI",46.24,49.02,"General",577646,62716,13,1,"Male","BLD",130938,"RAVINDRA VERMA","Hindu",23.48,"SHEO PRASAD SAHU","INC","M",NA
"Bihar",1977,6,3,50,"JAMSHEDPUR",45.49,50.16,"General",575923,63753,12,1,"Male","BLD",131419,"RUDRA PRATAP SARANGI","Hindu",24.33,"V. G. GOPAL","INC","M",NA
"Bihar",1977,6,3,51,"SINGHBHUM",32.91,73.31,"ST",523404,101866,9,1,"Male","JKP",126288,"BAGUN SUMBRUI","Hindu",59.13,"MORAN SINGH PURTY","INC","M",NA
"Bihar",1977,6,3,52,"KHUNTI",32.78,49.99,"ST",560524,34883,5,1,"Male","BLD",91859,"KARIA MUNDA","Hindu",18.98,"NIREL MUNDU","JKD","M",NA
"Bihar",1977,6,3,53,"LOHARDAGA",44.15,56.93,"ST",566103,64883,5,1,"Male","BLD",142274,"LALU ORAON","Hindu",25.96,"KARTIK ORAON","INC","M",NA
"Bihar",1977,6,3,54,"PALAMAU",44.92,77.56,"SC",579353,162839,7,1,"Male","BLD",201861,"RAMDENI RAM","Hindu",62.57,"KAMLA KUMARI","INC","F",NA
"Chandigarh",1977,6,3,1,"CHANDIGARH",175.65,66.13,"General",60963,40426,10,1,"Male","BLD",70808,"KRISHNA KANT","Hindu",37.75,"SAT PAL","INC","M",NA
"Dadra_Nagar_&_Haveli",1977,6,3,1,"DADRA & NAGAR HAVELI",64.29,46.93,"ST",37532,3646,3,1,"Male","INC",11324,"PATEL RAMUBHAI RAVJIBHAI","Hindu",15.11,"GOND DEVAJI RAJU","BLD","M",NA
"Delhi",1977,6,3,1,"NEW DELHI",65.29,71.25,"General",270702,77186,6,1,"Male","BLD",125936,"ATAL BIHARI VAJPAYEE","Hindu",43.67,"SHASHI BHUSHAN","INC","M",NA
"Delhi",1977,6,3,2,"SOUTH DELHI",68.94,69.81,"General",382219,107557,8,1,"Male","BLD",183947,"VIJAY KUMAR MALHOTRA","Hindu",40.82,"CHARANJIT SINGH","INC","M",NA
"Delhi",1977,6,3,3,"OUTER DELHI",70.28,66.05,"General",443858,104366,5,1,"Male","BLD",206028,"BRAHM PERKASH","Hindu",33.46,"DALIP SINGH","INC","M",NA
"Delhi",1977,6,3,4,"EAST DELHI",69.19,67.95,"General",511716,133107,6,1,"Male","BLD",240594,"KISHORE LAL","Hindu",37.59,"H.K.L. BHAGAT","INC","M",NA
"Delhi",1977,6,3,5,"CHANDNI CHOWK",82.39,71.91,"General",313714,115989,5,1,"Male","BLD",185850,"SIKANDER BAKHT","Muslim",44.88,"SUBHADRA JOSHI","INC","F",NA
"Delhi",1977,6,3,6,"DELHI SADAR",70.34,66.25,"General",309550,79871,7,1,"Male","BLD",144243,"KANWAR LAL GUPTA","Hindu",36.68,"AMAR NATH CHAWLA","INC","M",NA
"Delhi",1977,6,3,7,"KAROL BAGH",68.36,64.35,"SC",315305,65068,4,1,"Male","BLD",138691,"SHIV NARAIN SARSONIA","Hindu",30.19,"T. SOHAN LAL","INC","M",NA
"Goa,_Daman_&_Diu",1977,6,3,1,"PANAJI",62.08,44.29,"General",243439,11066,6,1,"Male","MAG",66933,"KASAR AMRUT SHIVRAM","Hindu",7.32,"KAKODKAR PURUSHOTTAM KESHAV","INC","M",NA
"Goa,_Daman_&_Diu",1977,6,3,2,"MORMUGAO",60.66,43.18,"General",233965,9468,9,1,"Male","INC",61283,"FALEIRO EDUARDO MARTINHO","Christian",6.67,"RIBEIRO DIONISIO FRANCISCO","MAG","M",NA
"Gujarat",1977,6,3,1,"KUTCH",52.68,50,"General",438528,10817,6,1,"Male","BLD",115514,"DAVE ANANTRAY DEVSHANKAR","Hindu",4.68,"MEHTA MAHIPATRAY MULSHANKAR","INC","M",NA
"Gujarat",1977,6,3,2,"SURENDRANAGAR",56.43,49.5,"General",500963,5433,4,1,"Male","BLD",139927,"AMIN RAMDAS KISHORDAS ( R. K. AMIN )","Hindu",1.92,"SHAH MANUBHAI MANSUKHLAL","INC","M",NA
"Gujarat",1977,6,3,3,"JAMNAGAR",50.8,49.99,"General",479585,2670,3,1,"Male","BLD",121790,"VINODBHAI B. SHETH","Hindu",1.1,"JADEJA DAULATSINGHJI PRATAPSINGHJI","INC","M",NA
"Gujarat",1977,6,3,4,"RAJKOT",50.45,46.94,"General",604102,15801,7,1,"Male","BLD",143051,"PATEL KESHUBHAI SAVDASBHAI","Hindu",5.18,"ARVINDKUMAR MOHANLAL PATEL","INC","M",NA
"Gujarat",1977,6,3,5,"PORBANDAR",51.03,53.44,"General",525285,24429,3,1,"Male","BLD",143252,"PATEL DHARMASINHBHAI DAHYABHAI","Hindu",9.11,"DHAMI RAMNIKLAL KABABHAI","INC","M",NA
"Gujarat",1977,6,3,6,"JUNAGADH",62.62,51.83,"General",516292,11853,2,1,"Male","BLD",167567,"NATHWANI NARENDRA PRAGJI","Hindu",3.67,"ADANI RATUBHAI MULSHANKER","INC","M",NA
"Gujarat",1977,6,3,7,"AMRELI",52.2,54.51,"General",494073,59006,7,1,"Male","INC",140586,"DWARKADAS MOHANLAL PATEL","Hindu",22.88,"GONDHIYA NARSINHDAS GORDHANDAS","BLD","M",NA
"Gujarat",1977,6,3,8,"BHAVNAGAR",49.79,50.75,"General",509755,11137,4,1,"Male","BLD",128792,"PRASANNAVADAN MANILAL METHTA","Hindu",4.39,"CHABILDAS PRAGJIBHAI METHA","INC","M",NA
"Gujarat",1977,6,3,9,"DHANDHUKA",49.87,49.09,"SC",549416,27766,6,1,"Male","BLD",134527,"PARMAR NATAVARLAL BHAGAVANDAS","Hindu",10.13,"RATHOD BALVANTRAI RAMJIBHAI","INC","M",NA
"Gujarat",1977,6,3,10,"AHMEDABAD",64.72,50.59,"General",573286,10013,6,1,"Male","INC",187715,"AHESAN JAFRI","Muslim",2.7,"BRAHMKUMAR BHATT","BLD","M",NA
"Gujarat",1977,6,3,11,"GANDHINAGAR",62.39,57.41,"General",619720,60117,3,1,"Male","BLD",221967,"PURUSHOTTAM GANESH MAVALANKAR","Hindu",15.55,"GOVINDBHAI C. PATEL","INC","M",NA
"Gujarat",1977,6,3,12,"MEHSANA",64.15,62.96,"General",596154,122112,6,1,"Female","BLD",240776,"PATEL MANIBEN VALLABHBHAI","Hindu",31.93,"PATEL NATVARLAL AMRATLAL GAGABHAI","INC","M",NA
"Gujarat",1977,6,3,13,"PATAN",52.01,61.36,"SC",573367,73566,3,1,"Male","BLD",182973,"CHAVDA KHEMCHANDBHAI SOMABHAI","Hindu",24.67,"VANAKAR PUNAMCHANDBHAI MITHABHAI","INC","M",NA
"Gujarat",1977,6,3,14,"BANASKANTHA",53.94,61.89,"General",505258,64783,2,1,"Male","BLD",168648,"CHAUDHARY MOTIBHAI RANCHHODBHAI","Hindu",23.77,"POPATLAL MULSHANKAR JOSHI","INC","M",NA
"Gujarat",1977,6,3,15,"SABARKANTHA",56.15,53.87,"General",543790,38062,3,1,"Male","BLD",164502,"H. M. PATEL","Hindu",12.46,"KUMARSHRI RAJENDRA SINHJI DALJITSINHJI","INC","M",NA
"Gujarat",1977,6,3,16,"KAPADVANJ",57.7,58.17,"General",561342,67971,7,1,"Male","BLD",188390,"VAGHELA SHANKARJI LAXMANJI","Hindu",20.99,"RATHOD NATVARSINH TAKHATSINH","INC","M",NA
"Gujarat",1977,6,3,17,"DOHAD",34.52,50.97,"ST",508980,3393,2,1,"Male","INC",89538,"DAMOR SOMJIBHAI PUJABHAI","T",1.93,"MINAMA GOVINDSINGH LALCHANDBHAI","BLD","M",NA
"Gujarat",1977,6,3,18,"GODHRA",55.08,48.64,"General",517416,1380,4,1,"Male","INC",138634,"DESAI HITENDRABHAI KANAIYALAL","Hindu",0.48,"MODY PILLO HOMI","BLD","M",NA
"Gujarat",1977,6,3,19,"KAIRA",69.04,53.55,"General",573138,41844,6,1,"Male","INC",211884,"DESAI DHARMSINGH DADUBHAI","Hindu",10.57,"VAGHELA SHANKARBHAI DESAIBHAI","BLD","M",NA
"Gujarat",1977,6,3,20,"ANAND",69.34,56.51,"General",564294,62779,4,1,"Male","INC",221099,"AJITSINH FULSINH DABHI","Hindu",16.04,"JADAV HIMATSINH KHODSINH","BLD","M",NA
"Gujarat",1977,6,3,21,"CHHOTA UDAIPUR",58.03,55.02,"ST",533507,41123,3,1,"Male","INC",170343,"RATHAWA AMARSINH VIRIYABHAI","Hindu",13.28,"RATHAWA MANHARBHAI VIRSINGBHAI","BLD","M",NA
"Gujarat",1977,6,3,22,"BARODA",67.88,54.18,"General",595724,40923,6,1,"Male","INC",219101,"GAEKWAD FATESINHRAO PRATAPSINHRAO","Hindu",10.12,"PATEL MANUBHAI MOTILAL","BLD","M",NA
"Gujarat",1977,6,3,23,"BROACH",61.36,56.81,"General",544523,62879,6,1,"Male","INC",189815,"PATEL AHMEDBHAI MOHMADBHAI","Muslim",18.82,"UNIA SULEMAN ESSUF","BLD","M",NA
"Gujarat",1977,6,3,24,"SURAT",67.42,52.46,"General",582963,21460,4,1,"Male","BLD",206206,"DESAI MORARJI RANCHHODJI","Hindu",5.46,"CHAUHAN JASHVANTSINGH DAN SINGH","INC","M",NA
"Gujarat",1977,6,3,25,"MANDVI",60.46,56.04,"ST",541832,39603,2,1,"Male","INC",183609,"GAMIT CHHITUBHAI DEVJIBHAI","Hindu",12.09,"CHAUDHARY MUKUNDBHAI JANABHAI","BLD","M",NA
"Gujarat",1977,6,3,26,"BULSAR",56.92,51.11,"ST",556415,17964,3,1,"Male","BLD",161861,"PATEL NANUBHAI NICHHABHAI","Hindu",5.67,"PATEL NIRMALABHEN HARJIBHAI","INC","F",NA
"Haryana",1977,6,3,1,"AMBALA",74.31,68.34,"SC",521047,165494,4,1,"Male","BLD",264590,"SURAJ BHAN","Hindu",42.74,"RAM PRAKASH","INC","M",NA
"Haryana",1977,6,3,2,"KURUKSHETRA",77.73,76.92,"General",538852,250842,8,1,"Male","BLD",322164,"RAGHBIR SINGH","Hindu",59.89,"DEVDUTT PURI","INC","M",NA
"Haryana",1977,6,3,3,"KARNAL",74.76,81.99,"General",556203,276836,5,1,"Male","BLD",340961,"BHAGWAT DAYAL","Hindu",66.57,"JAGDISH PRASAD","INC","M",NA
"Haryana",1977,6,3,4,"SONEPAT",71.7,80.95,"General",597668,280223,5,1,"Male","BLD",346900,"MUKHTIAR SINGH","Hindu",65.39,"SUBHASHNI","INC","F",NA
"Haryana",1977,6,3,5,"ROHTAK",67.97,81.59,"General",577990,259645,5,1,"Male","BLD",320550,"SHER SINGH","Hindu",66.09,"MUNPHOOL SINGH","INC","M",NA
"Haryana",1977,6,3,6,"FARIDABAD",69.44,44.3,"General",601224,27333,7,1,"Male","BLD",184948,"DHARAM VIR VASISHT","Hindu",6.55,"KHURSHID AHMAD","IND","M",NA
"Haryana",1977,6,3,7,"MAHENDRAGARH",70.89,55.28,"General",652913,63014,7,1,"Male","BLD",255881,"MANOHARLAL","Hindu",13.61,"BIRENDER SINGH","VHP","M",NA
"Haryana",1977,6,3,8,"BHIWANI",72.36,67.62,"General",590889,161242,3,1,"Female","BLD",289135,"CHANDRAWATI","Hindu",37.71,"BANSI LAL","INC","M",NA
"Haryana",1977,6,3,9,"HISSAR",72.51,80.31,"General",553756,243384,2,1,"Male","BLD",322456,"INDER SINGH","Hindu",60.61,"JASWANT SINGH","INC","M",NA
"Haryana",1977,6,3,10,"SIRSA",68.7,68.44,"SC",576112,153168,4,1,"Male","BLD",270861,"CHANDRAM","Hindu",38.7,"DALBIR SINGH","INC","M",NA
"Himachal_Pradesh",1977,6,3,1,"SIMLA",57.4,64.63,"SC",465720,87291,3,1,"Male","BLD",172763,"BALAK RAM","Hindu",32.66,"ZALAM SINGH","INC","M",NA
"Himachal_Pradesh",1977,6,3,2,"MANDI",52.63,53.19,"General",493450,35505,5,1,"Male","BLD",138143,"GANGA SINGH","Hindu",13.67,"VIRBHADRA SINGH","INC","M",NA
"Himachal_Pradesh",1977,6,3,3,"KANGRA",62.22,53.17,"General",477075,39004,4,1,"Male","BLD",157832,"DURGA CHAND","Hindu",13.14,"VIKRAMCHAND","INC","M",NA
"Himachal_Pradesh",1977,6,3,4,"HAMIRPUR",60.03,57.95,"General",524805,50122,2,1,"Male","BLD",182582,"RANJIT SINGH","Hindu",15.91,"NARAIN CHAND","INC","M",NA
"Jammu_&_Kashmir",1977,6,3,1,"BARAMULLA",54.53,59.5,"General",453765,47020,2,1,"Male","JKN",147222,"ABDUL AHAD","Muslim",19,"SYED ALISHAH GEELANI","IND","M",NA
"Jammu_&_Kashmir",1977,6,3,2,"SRINAGAR",67.14,67.73,"General",461965,122641,5,1,"Female","JKN",210072,"AKBAR JAHAN BEGAM","Muslim",39.54,"MOLVI IFTIKHAR HUSSAIN ANSARI","IND","M",NA
"Jammu_&_Kashmir",1977,6,3,3,"ANANTNAG",52.76,32.07,"General",471302,8331,5,1,"Male","INC",79742,"MOHD. SHAFI QURESHI","Muslim",3.35,"AB. RAZAK MIR","IND","M",NA
"Jammu_&_Kashmir",1977,6,3,4,"LADAKH",67.05,53.32,"General",64706,2877,2,1,"Female","INC",23130,"PARVATI DEVI","Hindu",6.63,"MOHAMMAD ALI ALIAS ALI KARGIL","IND","M",NA
"Jammu_&_Kashmir",1977,6,3,5,"UDHAMPUR",45.53,56.69,"General",504677,58956,6,1,"Male","INC",130272,"KARAN SINGH","Hindu",25.66,"OM PARKASH SARAF","BLD","M",NA
"Jammu_&_Kashmir",1977,6,3,6,"JAMMU",57.39,44.6,"General",601007,27939,9,1,"Male","IND",153837,"THAKUR BALDEV SINGH","Hindu",8.1,"BALRAJ PURI","JKN","M",NA
"Karnataka",1977,6,3,1,"BIDAR",49.68,55.92,"SC",606711,50230,4,1,"Male","INC",168554,"SHANKARDEV BALAJI RAO","Hindu",16.67,"RAMCHANDRA VEERAPPA","BLD","M",NA
"Karnataka",1977,6,3,2,"GULBARGA",49.31,60.67,"General",629721,85392,3,1,"Male","INC",188381,"SIDRAM REDDI","Hindu",27.5,"GOVIND VADEYARAJ","BLD","M",NA
"Karnataka",1977,6,3,3,"RAICHUR",48.01,73.68,"General",599904,136422,2,1,"Male","INC",212232,"RAJSHEKHAR MALLAPPA","Hindu",47.36,"M. NAGAPPA BASAPPA","BLD","M",NA
"Karnataka",1977,6,3,4,"KOPPAL",53.55,68.03,"General",613378,125779,3,1,"Male","INC",223451,"SIDRAMESHWARA SWAMY BASAYYA","Hindu",38.29,"SANGANNA ANDANAPPA","BLD","M",NA
"Karnataka",1977,6,3,5,"BELLARY",62.6,69.58,"General",593687,145544,2,1,"Male","INC",258589,"K. S. VEERA BHADRAPPA","Hindu",39.16,"N. THIPPANNA","BLD","M",NA
"Karnataka",1977,6,3,6,"DAVANGERE",67.19,59.24,"General",613519,92122,3,1,"Male","INC",244200,"KONDAJJI BASAPPA","Hindu",22.35,"K. G. MAHESWARAPPA","BLD","M",NA
"Karnataka",1977,6,3,7,"CHITRADURGA",59.99,61.29,"General",619838,86654,3,1,"Male","INC",227926,"K. MALLANNA","",23.3,"H. C. BORAIAH","BLD","M",NA
"Karnataka",1977,6,3,8,"TUMKUR",68.09,57.65,"General",603974,66817,3,1,"Male","INC",237086,"K. LAKKAPPA","Hindu",16.25,"S. MALLIKARJUNIAH","BLD","M",NA
"Karnataka",1977,6,3,9,"CHIKBALLAPUR",63.12,52.43,"General",627230,48474,4,1,"Male","INC",207589,"M. V. KRISHNAPPA","Hindu",12.24,"G. NARAYANA GOWDA","BLD","M",NA
"Karnataka",1977,6,3,10,"KOLAR",59.09,55.85,"SC",594814,73016,6,1,"Male","INC",196290,"G. Y. KRISHNAN","Hindu",20.77,"Y. RAMAKRISHNA","BLD","M",NA
"Karnataka",1977,6,3,11,"KANAKAPURA",60.49,47.15,"General",673583,4652,4,1,"Male","INC",192111,"M. V. CHANDRASEKHARA MURTHY","Hindu",1.14,"M. V. RAJASEKHARAN","BLD","M",NA
"Karnataka",1977,6,3,12,"BANGALORE NORTH",58.91,54.18,"General",622416,40184,7,1,"Male","INC",198669,"C. K. JAFAR SHARIF","Muslim",10.96,"M. CHANDRASEKHAR","BLD","M",NA
"Karnataka",1977,6,3,13,"BANGALORE SOUTH",63,53.04,"General",664246,41165,7,1,"Male","BLD",221974,"K. S. HEGDE","",9.84,"K. HANUMANTAIYA","INC","M",NA
"Karnataka",1977,6,3,14,"MANDYA",68.5,48.39,"General",604439,5321,4,1,"Male","INC",200360,"K. CHICKALINGAIAH","Muslim",1.29,"M. SRINIVAS","BLD","M",NA
"Karnataka",1977,6,3,15,"CHAMARAJANAGAR",63.59,55.51,"SC",606937,71618,5,1,"Male","INC",214233,"B. RACHAIAH","Hindu",18.56,"V. SREENIVASA PRASAD","BLD","M",NA
"Karnataka",1977,6,3,16,"MYSORE",61.11,53.68,"General",596468,41668,4,1,"Male","INC",195657,"H. D. TULSIDAS","Hindu",11.43,"M. S. GURUPADASWAMY","BLD","M",NA
"Karnataka",1977,6,3,17,"MANGALORE",69.91,60.08,"General",555815,78328,2,1,"Male","INC",233458,"JANARDHANA POOJARI","Hindu",20.16,"A. K. SUBBAIAH","BLD","M",NA
"Karnataka",1977,6,3,18,"UDUPI",69.23,61.53,"General",527780,103462,4,1,"Male","INC",224788,"T. A. PAI","",28.32,"V. S. ACHARYA","BLD","M",NA
"Karnataka",1977,6,3,19,"HASSAN",67.38,49.7,"General",619773,1081,3,1,"Male","BLD",207560,"S. NANJESHA GOWDA","Hindu",0.26,"G. L. NALLUREGOWDA","INC","M",NA
"Karnataka",1977,6,3,20,"CHIKMAGALUR",65.82,59.17,"General",534676,64568,2,1,"Male","INC",208239,"D. B. CHANDRE GOWDA","Hindu",18.35,"B. L. SUBBAMMA","BLD","F",NA
"Karnataka",1977,6,3,21,"SHIMOGA",70.98,59.42,"General",559699,74836,2,1,"Male","INC",236065,"A. R. BADARINARAYAN","Hindu",18.84,"J. H. PATEL","BLD","M",NA
"Karnataka",1977,6,3,22,"KANARA",64.91,51.71,"General",583855,34394,4,1,"Male","INC",195974,"KADAM BALSU PURSU","",9.08,"RAMAKRISHNA HEGDE","BLD","M",NA
"Karnataka",1977,6,3,23,"DHARWAD SOUTH",68.48,60.66,"General",575791,91940,3,1,"Male","INC",239210,"MOHSIN F. H.","Muslim",23.32,"C. M. IBRAHIM","BLD","M",NA
"Karnataka",1977,6,3,24,"DHARWAD NORTH",66.65,57.63,"General",535385,54428,2,1,"Female","INC",205627,"MAHISHI SAROJINI BINDURAO","Hindu",15.25,"JOSHI JAGANATH RAO ANANT","BLD","M",NA
"Karnataka",1977,6,3,25,"BELGAUM",50.64,55.95,"General",629378,64002,5,1,"Male","INC",178331,"KOTRASHETTI APPAYAPPA KARAVEERAPPA","Hindu",20.08,"PATIL PARAVATGOUDA BASANGOUDA","BLD","M",NA
"Karnataka",1977,6,3,26,"CHIKKODI",56.43,53.74,"SC",571003,45500,3,1,"Male","INC",173166,"B. SHANKARANAND","Hindu",14.12,"KARALE LAXMAN BHIMARAO","BLD","M",NA
"Karnataka",1977,6,3,27,"BAGALKOT",56.32,60.22,"General",626234,72098,2,1,"Male","INC",212393,"PATIL SANGANAGOUDA BASANGOUDA","Hindu",20.44,"TUNGAL KESHAVRAO KRISHNAPPA","BLD","M",NA
"Karnataka",1977,6,3,28,"BIJAPUR",56.46,53.33,"General",576941,21674,2,1,"Male","INC",173700,"CHOUDHARI KALINGAPPA BHIMANNA","Hindu",6.65,"NAGATHAN IRAPPA CHANAMALLAPPA","BLD","M",NA
"Kerala",1977,6,3,1,"KASARAGOD",77.72,50.56,"General",578474,5042,2,1,"Male","INC",227305,"RAMACHANDRAN KADANNAPPALLY","Hindu",1.12,"M. RAMANNA RAI","CPM","M",NA
"Kerala",1977,6,3,2,"CANNANORE",80.83,50.38,"General",553360,12877,3,1,"Male","CPI",225328,"C. K. CHANDRAPPAN","Hindu",2.88,"O. BHARATHAN","CPM","M",NA
"Kerala",1977,6,3,3,"BADAGARA",81.63,50.81,"General",611107,8070,2,1,"Male","INC",253462,"K. P. UNNIKRISHNAN","Hindu",1.62,"ARANGIL SREEDHARAN","BLD","M",NA
"Kerala",1977,6,3,4,"CALICUT",80.21,51.53,"General",559054,13704,2,1,"Male","INC",231063,"V. A. SEYID MUHAMMAD","Muslim",3.06,"M. KAMALAM","BLD","F",NA
"Kerala",1977,6,3,5,"MANJERI",75.76,61.27,"General",569228,97201,2,1,"Male","MUL",264235,"EBRAHIM SULAIMAN SAIT","Muslim",22.54,"B. M. HUSSAIN","MLO","M",NA
"Kerala",1977,6,3,6,"PONNANI",73.48,63.95,"General",573502,117546,2,1,"Male","MUL",269491,"G. M. BANATWALA","P",27.89,"M. MOIDEEN KUTTY HAJI","MLO","M",NA
"Kerala",1977,6,3,7,"PALGHAT",70.88,49.7,"General",589253,14871,3,1,"Male","INC",207604,"A. SUNNASAHIB","",3.56,"T. SIVADASA MENON","CPM","M",NA
"Kerala",1977,6,3,8,"OTTAPALAM",74.69,54.16,"SC",574543,35721,2,1,"Male","INC",232412,"K. KUNHAMBU","Hindu",8.32,"C. K. CHAKRAPANI","CPM","M",NA
"Kerala",1977,6,3,9,"TRICHUR",77.52,52.04,"General",549781,37506,5,1,"Male","CPI",221815,"K. A. RAJAN","Hindu",8.8,"ARAVINDAKSHAN","CPM","M",NA
"Kerala",1977,6,3,10,"MUKUNDAPURAM",82.52,48.53,"General",562082,4220,5,1,"Male","INC",225095,"A. C. GEORGE","Christian",0.91,"S. C. S. MENON","IND","M",NA
"Kerala",1977,6,3,11,"ERNAKULAM",78.44,49.85,"General",582804,7285,4,1,"Male","INC",227896,"HENRY AUSTIN","Christian",1.59,"K. N. RAVEENDRANATH","CPM","M",NA
"Kerala",1977,6,3,12,"MUVATTUPUZHA",80.91,54.94,"General",560833,44820,2,1,"Male","KEC",249287,"GEORGE J. MATHEW","Christian",9.88,"K. M. JOSEPH KURUPPAMADHAM","KCP","M",NA
"Kerala",1977,6,3,13,"KOTTAYAM",79.19,53.14,"General",575946,68695,4,1,"Male","KEC",242387,"SKARIAH THOMAS","Christian",15.06,"VARKEY GEORGE","KCP","M",NA
"Kerala",1977,6,3,14,"IDUKKI",71.89,54.84,"General",578434,79257,7,1,"Male","INC",228035,"C. M. STEPHEN","Christian",19.06,"M. M. JOSEPH","KCP","M",NA
"Kerala",1977,6,3,15,"ALLEPPEY",82.23,56.71,"General",579976,64016,2,1,"Male","INC",270451,"V. M. SUDHEERAN","Hindu",13.42,"E. BALANANDAN","CPM","M",NA
"Kerala",1977,6,3,16,"MAVELIKARA",78.07,53.61,"General",569041,56552,3,1,"Male","INC",238169,"B. K. NAIR","Hindu",12.73,"B. G. VERGHESE","IND","M",NA
"Kerala",1977,6,3,17,"ADOOR",80.32,54.04,"SC",525154,40567,3,1,"Male","CPI",227939,"P. K. KODIYAN","Hindu",9.62,"K. CHANDRASEKHARAN SHASTRI","CPM","M",NA
"Kerala",1977,6,3,18,"QUILON",76.8,60.86,"General",582742,113161,5,1,"Male","RSP",272378,"N. SREEKANTAN NAIR","Hindu",25.29,"N. RAJAGOPALAN","IND","M",NA
"Kerala",1977,6,3,19,"CHIRAYINKIL",73.68,57.33,"General",564054,60925,2,1,"Male","INC",238253,"VAYALAR RAVI","Hindu",14.66,"K. ANIRUDHAN","CPM","M",NA
"Kerala",1977,6,3,20,"TRIVANDRUM",69.76,56.34,"General",621533,69822,3,1,"Male","CPI",244277,"M. N. GOVINDAN NAIR","Hindu",16.1,"P. VISWAMBHARAN","BLD","M",NA
"Lakshadweep",1977,6,3,1,"LAKSHADWEEP",173.01,58.59,"ST",9471,2814,2,1,"Male","INC",9600,"MUHAMMED SAYEED PADANNATHA","Muslim",17.17,"MOHAMMED KOYA KUNNAMKALAM","IND","M",NA
"Madhya_Pradesh",1977,6,3,1,"MORENA",45.97,63.96,"SC",588278,81304,3,1,"Male","BLD",172959,"CHHABIRAM ARGAL","Hindu",30.06,"BUDHRAM","INC","M",NA
"Madhya_Pradesh",1977,6,3,2,"BHIND",50.96,72.92,"General",649212,160894,4,1,"Male","BLD",241267,"RAGHUBIR SINGH MACHHAND","Hindu",48.63,"RAGHAV RAM","INC","M",NA
"Madhya_Pradesh",1977,6,3,3,"GWALIOR",55.59,67.36,"General",587078,152192,5,1,"Male","BLD",219838,"NARAYAN KRISHNA SHEJWALKER","Hindu",46.63,"SUMER SINGH","INC","M",NA
"Madhya_Pradesh",1977,6,3,4,"GUNA",50.51,57.61,"General",634123,76451,5,1,"Male","IND",184513,"MADHAV RAO SCINDIA","Hindu",23.87,"GURBAKHSH SINGH THAKUR SINGH","BLD","M",NA
"Madhya_Pradesh",1977,6,3,5,"SAGAR",52.99,60.83,"SC",539534,68929,3,1,"Male","BLD",173922,"NARMADA PRASAD RAI","Hindu",24.11,"SAHODRA BAI RAI","INC","F",NA
"Madhya_Pradesh",1977,6,3,6,"KHAJURAHO",49.17,74.7,"General",666008,161785,2,1,"Male","BLD",244641,"LAXMI NARAIN NAYAK","Hindu",49.4,"SHIVA NARAIN KHARE","INC","M",NA
"Madhya_Pradesh",1977,6,3,7,"DAMOH",55.31,71.62,"General",624578,149419,2,1,"Male","BLD",247451,"NARENDRA SINGH YADVENDRA SINGH","Hindu",43.25,"VITHAL BHAI LALLU BHAI PATEL","INC","M",NA
"Madhya_Pradesh",1977,6,3,8,"SATNA",59.11,71.26,"General",593300,152577,3,1,"Male","BLD",249938,"SUKHENDRA SINGH","Hindu",43.5,"RAM CHANDRA BAJPAI","INC","M",NA
"Madhya_Pradesh",1977,6,3,9,"REWA",55.67,48.14,"General",659111,6693,4,1,"Male","BLD",176634,"YAMMUNA PRASAD","Hindu",1.82,"MAHA MARTAND SINGH","IND","M",NA
"Madhya_Pradesh",1977,6,3,10,"SIDHI",42.92,55.97,"General",590957,76473,6,1,"Male","BLD",141968,"SURYA NARAYAN SINGH","Hindu",30.15,"RANA BAHADUR SINGH","INC","M",NA
"Madhya_Pradesh",1977,6,3,11,"SHAHDOL",40.12,70.74,"ST",580106,96559,2,1,"Male","BLD",164652,"DALPAT SINGH PARASTE","Hindu",41.49,"DHANSHAH PRADHAN","INC","M",NA
"Madhya_Pradesh",1977,6,3,12,"SURGUJA",42.13,71.62,"ST",549984,100183,2,1,"Male","BLD",165952,"LARANG SAI","Hindu",43.23,"BABUNATH","INC","M",NA
"Madhya_Pradesh",1977,6,3,13,"RAIGARH",46.46,46.94,"ST",534616,19812,3,1,"Male","BLD",116574,"NARHARI PRASAD SUKHDEO SAI","Hindu",7.98,"UMMED SINGH","INC","M",NA
